id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n1_00190,N1,シナリオ,シナリオ,scenario,noun (common) (futsuumeishi),script | screenplay | scenario,review,55,noun_needs_review,general,scenario,シナリオ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00192,N1,ショー,ショー / ショウ,show,noun (common) (futsuumeishi),show | performance | exhibition | expo | fair,review,55,noun_needs_review,general,show,ショー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00193,N1,シート,シート,seat;sheet,noun (common) (futsuumeishi),seat,review,55,noun_needs_review,general,seat,シート,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00194,N1,ジャズ,ジャズ,jazz,noun (common) (futsuumeishi),jazz,review,55,noun_needs_review,general,jazz,ジャズ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00196,N1,ジャンプ,ジャンプ,jump,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"jump | jumping event (skiing, track and field) | jumping (to another page after clicking a hyperlink) | jump (in price) | sudden rise",review,48,action_needs_review,person_family,person jumping,ジャンプ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00198,N1,ジャンル,ジャンル,genre,noun (common) (futsuumeishi),genre | category | kind,review,55,noun_needs_review,general,genre,ジャンル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00199,N1,ジーパン,ジーパン,jeans (lit: jeans pants);dungarees,noun (common) (futsuumeishi),jeans | dungarees,review,55,noun_needs_review,general,jeans,ジーパン,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00200,N1,スタジオ,スタジオ / スタディオ,studio,noun (common) (futsuumeishi),studio,review,55,noun_needs_review,general,studio,スタジオ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00201,N1,スチーム,スチーム,steam,noun (common) (futsuumeishi),steam,review,55,noun_needs_review,general,steam,スチーム,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00202,N1,ストライキ,ストライキ,strike,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,strike (i.e. industrial action),review,48,action_needs_review,person_family,person striking,ストライキ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00203,N1,ストレス,ストレス,stress,noun (common) (futsuumeishi),stress,review,55,noun_needs_review,general,stress,ストレス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00205,N1,ストロー,ストロー,straw,noun (common) (futsuumeishi),drinking straw | straw,review,55,noun_needs_review,general,straw,ストロー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00206,N1,スピード,スピード,speed,noun (common) (futsuumeishi),speed,review,55,noun_needs_review,general,speed,スピード,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00207,N1,スプリング,スプリング,spring,noun (common) (futsuumeishi),(coil) spring | spring (season) | light overcoat (worn in spring and autumn) | topcoat,review,55,noun_needs_review,general,spring,スプリング,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00208,N1,スペース,スペース,space,noun (common) (futsuumeishi),"space | room | space (between letters, words, etc.) | space (piece of type) | (outer) space",review,55,noun_needs_review,general,space,スペース,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00210,N1,スラックス,スラックス,slacks,noun (common) (futsuumeishi),slacks,review,55,noun_needs_review,general,slacks,スラックス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00211,N1,セクション,セクション,section,noun (common) (futsuumeishi),section,review,55,noun_needs_review,general,section,セクション,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00212,N1,セックス,セックス,sexual intercourse,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,sex | sexual intercourse | (one's) sex | gender,review,48,action_needs_review,person_family,person sexualing intercourse,セックス,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00213,N1,セレモニー,セレモニー,ceremony,noun (common) (futsuumeishi),ceremony,review,55,noun_needs_review,general,ceremony,セレモニー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00214,N1,センス,センス,good sense (for music style tact etc.),noun (common) (futsuumeishi),"taste (in fashion, music, etc.) | sense (e.g. of humour) | flair",review,55,noun_needs_review,general,good sense,センス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00215,N1,セール,セール,sale,noun (common) (futsuumeishi),sale,review,55,noun_needs_review,general,sale,セール,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00216,N1,ゼリー,ゼリー / ジェリー,1. jelly; 2. Jerry,noun (common) (futsuumeishi),jello | jelly | gelatin dessert | gel,review,55,noun_needs_review,general,1. jelly,ゼリー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00219,N1,ソース,ソース,source,noun (common) (futsuumeishi),sauce | Worcestershire sauce,review,55,noun_needs_review,general,source,ソース,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00220,N1,タイトル,タイトル,title,noun (common) (futsuumeishi),title,review,55,noun_needs_review,general,title,タイトル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00221,N1,タイピスト,タイピスト,typist,noun (common) (futsuumeishi),typist,review,55,noun_needs_review,general,typist,タイピスト,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00222,N1,タイマー,タイマー / タイマ,timer,noun (common) (futsuumeishi),timer | time switch | stopwatch | time keeper | self-timer,review,55,noun_needs_review,general,timer,タイマー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00223,N1,タイミング,タイミング,timing,noun (common) (futsuumeishi),timing,review,55,noun_needs_review,general,timing,タイミング,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00226,N1,タイヤ,タイヤ / タイア,tire;tyre,noun (common) (futsuumeishi),tire | tyre,review,55,noun_needs_review,general,tire,タイヤ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00227,N1,タイル,タイル,tile,noun (common) (futsuumeishi),tile,review,55,noun_needs_review,general,tile,タイル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00228,N1,タレント,タレント,talent;star;personality,noun (common) (futsuumeishi),(TV or radio) entertainer | television personality | radio personality | talent | skill,review,55,noun_needs_review,general,talent,タレント,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00229,N1,タワー,タワー,tower,noun (common) (futsuumeishi),tower,review,55,noun_needs_review,general,tower,タワー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00230,N1,ダウン,ダウン,down,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,fall | decrease | drop | going down | knocking down,review,48,action_needs_review,person_family,person downing,ダウン,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00232,N1,ダンプ,ダンプ,dump,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru,dump | dump truck,review,48,action_needs_review,person_family,person dumping,ダンプ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00233,N1,ダース,ダース,dozen,noun (common) (futsuumeishi),dozen,review,55,noun_needs_review,general,dozen,ダース,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00234,N1,チェンジ,チェンジ,change,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,"change | changing | exchange (e.g. of goods) | change of sides (in baseball, American football, etc.) | switching ends (in tennis, volleyball, etc.)",review,48,action_needs_review,person_family,person changing,チェンジ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00235,N1,チャイム,チャイム,chime,noun (common) (futsuumeishi),chime | bell (e.g. doorbell),review,55,noun_needs_review,general,chime,チャイム,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00236,N1,チャンネル,チャネル / チャンネル,a channel,noun (common) (futsuumeishi),channel,review,55,noun_needs_review,general,channel,チャンネル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00237,N1,チームワーク,チームワーク,teamwork,noun (common) (futsuumeishi),teamwork,review,55,noun_needs_review,general,teamwork,チームワーク,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00239,N1,テレックス,テレックス,telex;teletypewriter exchange,noun (common) (futsuumeishi),telex | teletypewriter exchange,review,55,noun_needs_review,general,telex,テレックス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00240,N1,デコレーション,デコレーション,decoration,noun (common) (futsuumeishi),decoration,review,55,noun_needs_review,general,decoration,デコレーション,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00241,N1,デザイン,デザイン,design,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,design,review,48,action_needs_review,person_family,person designing,デザイン,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00242,N1,デザート,デザート,dessert,noun (common) (futsuumeishi),dessert,review,55,noun_needs_review,general,dessert,デザート,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00243,N1,デッサン,デッサン,(fr:) (n) rough sketch (fr: dessin),noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,rough sketch,review,48,action_needs_review,person_family,person roughing sketch,デッサン,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_00244,N1,デモンストレーション,デモンストレーション,demonstration,noun (common) (futsuumeishi),demonstration | protest | (giving a) demo | presentation | exhibition game,review,55,noun_needs_review,general,demonstration,デモンストレーション,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00245,N1,データ,データ / データー,data,noun (common) (futsuumeishi),data | datum,review,55,noun_needs_review,general,data,データ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00246,N1,トラブル,トラブル,trouble (sometimes used as a verb),noun (common) (futsuumeishi),trouble | difficulty | problem | quarrel | conflict,review,55,noun_needs_review,general,trouble,トラブル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00247,N1,トランジスター,トランジスタ / トランジスター,transistor,noun (common) (futsuumeishi),transistor,review,55,noun_needs_review,general,transistor,トランジスター,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00248,N1,トーン,トーン,tone,noun (common) (futsuumeishi),tone,review,55,noun_needs_review,general,tone,トーン,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_00250,N1,ドライクリーニング,ドライクリーニング / ドライ・クリーニング,dry cleaning,noun (common) (futsuumeishi),dry cleaning,review,55,noun_needs_review,general,dry cleaning,ドライクリーニング,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
