row,id,level,word,reading,matchedTerm,sentenceId,sentenceJa,sentenceEn,sentenceZh,authorJa,authorEn,authorZh,score,status
224,n5_08323,N5,開く,あく,開く,165408,私たちは店が開くのを待っていました。,We were waiting for the shop to open.,我們之前在等店開門。,small_snow,CK,EDOBEAR,130,matched
225,n5_08324,N5,開ける,あける,開ける,11625267,部屋の窓開けるの、忘れないようにね。,Don't forget to open the window in your room.,,small_snow,fanty,,100,matched
226,n5_08325,N5,降りる,おりる,降りる,156343,私は次の停留所で降りるつもりです。,I'm getting off at the next stop.,我將在下一站下車。,\N,CK,Martha,131,matched
227,n5_08326,N5,降る,ふる,降る,2836201,雨降るといけないから傘持って行きな。,Take your umbrella with you in case it rains.,,tommy_san,CK,,98,matched
228,n5_08344,N5,頼む,たのむ,頼む,82132,僕はあの人に頼む気持ちはありません。,I have no intention of asking him.,我不想要問他。,\N,CK,Martha,130,matched
229,n5_08347,N5,飛ぶ,とぶ,飛ぶ,192220,ロケットはものすごいスピードで飛ぶ。,The rocket travels at a tremendous speed.,火箭飞得极快。,\N,Dejo,ydcok,130,matched
230,n5_08349,N5,食べる,たべる,食べる,12599048,何か食べる物を持ってくればよかった。,I should've brought something to eat.,,bunbuku,CK,,100,matched
231,n5_08353,N5,飲む,のむ,飲む,7865990,僕はいっぱいフルーツジュースを飲む。,I drink a lot of fruit juice.,我喝了很多果汁。,Ninja,CK,crescat,130,matched
232,n5_07708,N5,あの,あの / あん,あの,12369505,あの箱の中には卵がたくさんあるんだ。,There are lots of eggs in that box.,,small_snow,Chrikaru,,98,matched
233,n5_07724,N5,おいしい,おいしい / オイシイ,おいしい,224634,ここではおいしい食べ物が出されます。,They serve excellent food here.,他們這裡提供一流的美食。,\N,CK,Martha,134,matched
234,n5_07728,N5,おもしろい,おもしろい,おもしろい,102748,彼は息子におもしろい話をしてやった。,He told his son an interesting story.,他給他兒子講了一個有趣的故事。,\N,CK,xjjAstrus,136,matched
235,n5_07745,N5,かわいい,かわいい / カワイイ / カワイい,かわいい,1241702,ナンシーはとてもかわいいんだってね。,I hear that Nancy is very pretty.,我聽說南西很漂亮。,bunbuku,CN,Martha,134,matched
236,n5_07746,N5,きれい,きれい / キレイ / きれーい,きれい,9294274,彼は自分の部屋はきれいにしてるんだ。,He keeps his room clean.,他保持他的房間乾淨。,bunbuku,CK,Martha,132,matched
237,n5_07753,N5,こんな,こんな,こんな,12957181,これって、なんでこんなにムズイんだ？,Why is this so hard?,,small_snow,Hybrid,,100,matched
238,n5_07766,N5,その,その / そん,その,13492318,そのことを知っているのは、彼だけだ。,Only he knew this.,,Gardenia,Danberry,,98,matched
239,n5_07781,N5,つまらない,つまらない / つまらねー,つまらない,74776,つまらないものですがご笑納ください。,Please accept this little gift.,請收下這份小禮物吧。,fcbond,fcbond,nickyeow,136,matched
240,n5_07806,N5,まずい,まずい / マズイ / マズい,まずい,185713,我々は全員ひざまずいて祈りを捧げた。,We all knelt down to pray.,我們都跪了下來祈禱。,\N,CK,nickyeow,132,matched
241,n5_07818,N5,りっぱ,りっぱ,りっぱ,107552,彼は古今まれなりっぱな建築家である。,He is the greatest architect that has ever lived.,,\N,wondersz1,,100,matched
242,n5_07894,N5,丈夫,じょうぶ,丈夫,11385073,このパンツは丈夫な生地でできてます。,These trousers are made of durable cloth.,,small_snow,CM,,98,matched
243,n5_07900,N5,上手,じょうず,上手,10735916,ミス・カナダは、泳ぐのが上手いのよ。,Miss Canada swims well.,,small_snow,AlanF_US,,98,matched
244,n5_07939,N5,低い,ひくい,低い,8662755,トムは私よりほんのちょっと背が低い。,Tom is just a little shorter than me.,,bunbuku,CK,,98,matched
245,n5_07946,N5,便利,べんり,便利,329791,このナイフは私にはとても便利でした。,This knife was very useful to me.,這把刀對我來說很實用。,fcbond,fcbond,LeviHighway,130,matched
246,n5_07971,N5,冷たい,つめたい,冷たい,9014872,今は何か冷たい飲み物が欲しいんだよ。,I want something cold to drink now.,我想現在喝冷的東西。,bunbuku,CK,Martha,132,matched
247,n5_07997,N5,危ない,あぶない,危ない,190486,一人で地下鉄に乗るのは危ないですか。,Is it dangerous to take a subway alone?,一個人乘地鐵危險嗎？,mookeee,CK,LeviHighway,132,matched
248,n5_07999,N5,厚い,あつい,厚い,4191588,こんな分厚い本、誰が読むんだろうね。,Who's gonna read such a thick book?,谁会读那么厚的一本书呢？,tommy_san,Tigrin,jiangche,130,matched
249,n5_08004,N5,古い,ふるい,古い,782028,京都には多くの古い有名な建物がある。,There are many famous historic buildings in Kyoto.,京都有很多有名的古建筑。,windra,hrin,fucongcong,130,matched
250,n5_08035,N5,多い,おおい,多い,8989594,うちらの先生って、宿題が多いんだよ。,Our teacher gives us a lot of homework.,我们的老师给作业给得很多。,bunbuku,adjusting,crescat,130,matched
251,n5_08037,N5,大きい,おおきい,大きい,222108,この犬がこの町では一番大きいんです。,This dog is the biggest in this town.,這隻狗是這個鎮上最大的狗。,\N,\N,Martha,132,matched
252,n5_08038,N5,大きな,おおきな,大きな,12382201,こんなに大きな犬はそう多くはいない。,Not many dogs are this big.,,YumaSalty,CK,,100,matched
253,n5_08039,N5,大丈夫,だいじょうぶ,大丈夫,10930381,薬を飲みましたから、もう大丈夫です。,"I've taken medicine, so I'm fine now.",,bunbuku,CK,,100,matched
254,n5_08042,N5,大切,たいせつ,大切,12593291,明日、大切な数学のテストがあるんだ。,I have an important math test tomorrow.,,small_snow,ddnktr,,98,matched
255,n5_08044,N5,大好き,だいすき,大好き,10125637,親って、我が子のことが大好きなのよ。,Parents love their children.,父母爱自己的孩子。,small_snow,CK,fucongcong,132,matched
256,n5_08047,N5,太い,ふとい,太い,207867,その地図の上の太い線は道路を示す。,The broad lines on the map correspond to roads.,,\N,\N,,97,matched
257,n5_08051,N5,好き,すき,好き,13315593,ピスタチオのアイスが大好きなんだよ。,I love pistachio ice cream.,,bunbuku,CK,,98,matched
258,n5_08055,N5,嫌,いや,嫌,12574523,冬にアイスクリームを食べるのは嫌だ。,I don't enjoy eating ice cream in winter.,,small_snow,sundown,,96,matched
259,n5_08056,N5,嫌い,きらい,嫌い,12296507,クリスマスが大嫌いなんだと思ってた。,I thought you hated Christmas.,,small_snow,CK,,98,matched
260,n5_08061,N5,安い,やすい,安い,1218415,彼女は私の給料が安いと文句を言った。,She complained that my salary was low.,她抱怨我的薪水很低。,bunbuku,CK,Martha,130,matched
261,n5_08066,N5,寒い,さむい,寒い,4868614,外は寒いから、彼は部屋に入って来た。,"It's cold outside, so he came inside the room.",外面冷，他进屋子里来了。,guijiu,gustonrankin,guijiu,130,matched
262,n5_08069,N5,小さい,ちいさい,小さい,11484315,小さい頃、腕を折ったことがあります。,I broke my arm when I was a child.,,small_snow,astyng,,100,matched
263,n5_08070,N5,小さな,ちいさな,小さな,12418824,もう少し小さな声でお願いできますか？,Could you speak a little less loudly?,可以请你小声一点吗？,small_snow,zogwarg,jkyochen,132,matched
264,n5_08072,N5,少ない,すくない,少ない,192848,ヨーロッパはアジアより人口が少ない。,Europe has a smaller population than Asia.,欧洲的人口比亚洲少。,bunbuku,CK,fucongcong,132,matched
265,n5_08081,N5,広い,ひろい,広い,122775,日本では広い庭はなかなかありません。,It's rare to find big yards in Japan.,能在日本找到这样的大的院子实属罕见。,\N,CK,sunnywqing,130,matched
266,n5_08089,N5,弱い,よわい,弱い,183260,気の弱い男が美女を得たためしがない。,Faint heart never won fair lady.,懦夫難贏美女心。,\N,AlanF_US,Martha,130,matched
267,n5_08090,N5,強い,つよい,強い,124509,度の強いサングラスが欲しいのですが。,I need a good pair of sunglasses.,我需要一副好的太陽眼鏡。,\N,CK,Martha,130,matched
268,n5_08097,N5,忙しい,いそがしい,忙しい,160832,私はこの前の日曜日からずっと忙しい。,I have been busy since last Sunday.,我從上個星期日開始一直在忙。,\N,CH,Martha,132,matched
269,n5_08098,N5,悪い,わるい,悪い,12597045,何か悪いことが起こるかもしれないよ。,Something bad might happen.,,bunbuku,CK,,98,matched
270,n5_08114,N5,新しい,あたらしい,新しい,11910460,新しい橋は、4月までには完成します。,The new bridge will be completed by April.,,small_snow,sundown,,100,matched
271,n5_08119,N5,早い,はやい,早い,1097542,彼女の一日も早い回復を願っています。,I hope that she'll get well soon.,希望她會早日痊癒。,mookeee,CK,nickyeow,130,matched
272,n5_08120,N5,明い,あかるい,明い,121317,発言を許していただけるなら、すべてをご説明いたします。,"If you permit me to speak, I can explain everything.",,KK_kaku_,CM,,89,matched
273,n5_08122,N5,易しい,やさしい,易しい,1782462,スペイン語はドイツ語より大分易しい。,Spanish is much easier than German.,西班牙语比德语简单多了。,Bah_Dure,Amastan,sunnywqing,132,matched
274,n5_08138,N5,暑い,あつい,暑い,12631960,暑い日には、冷えたビールが最高だね。,"On a hot day, nothing is better than a cold beer.",,bunbuku,CK,,98,matched
275,n5_08139,N5,暖かい,あたたかい,暖かい,218978,これらの花は暖かい国々で生息する。,These flowers grow in warm countries.,這些花生長在溫暖的國家。,\N,CK,Martha,131,matched
276,n5_08140,N5,暗い,くらい,暗い,182468,急に暗い空から大粒の雨が降り始めた。,"All of a sudden, large drops of rain began falling from the dark sky.",灰暗的天空突然下起了一大滴一大滴的雨來。,\N,CK,nickyeow,130,matched
277,n5_08146,N5,有名,ゆうめい,有名,782028,京都には多くの古い有名な建物がある。,There are many famous historic buildings in Kyoto.,京都有很多有名的古建筑。,windra,hrin,fucongcong,130,matched
278,n5_08162,N5,楽しい,たのしい,楽しい,11045345,ルールがわからなくても見てて楽しい。,"Even if you don't understand all the rules, it's fun to just watch.",,KK_kaku_,end,,100,matched
279,n5_08181,N5,汚い,きたない,汚い,435257,私は汚い犬が庭に入ったのを見ました。,I saw the dirty dog go into the yard.,我看见一条脏狗进了花园。,aliene,CK,fucongcong,130,matched
280,n5_08190,N5,涼しい,すずしい,涼しい,10068177,日本はアルジェリアよりかなり涼しいよ。,Japan is much cooler than Algeria.,,small_snow,Amastan,,99,matched
281,n5_08193,N5,温い,ぬるい,温い,11320513,ここはちょっと温いですね？,"It's a bit warm in here, isn't it?",,small_snow,Hybrid,,93,matched
282,n5_08198,N5,煩い,うるさい,煩い,207162,その煩い音には我慢できない。,I can't stand the noise.,我不能忍受這個噪音。,\N,CK,Martha,126,matched
283,n5_08199,N5,熱い,あつい,熱い,101393,彼は熱いコーヒーをゆっくりすすった。,He sipped the hot coffee slowly.,他慢慢地啜飲熱咖啡。,\N,CK,Martha,130,matched
284,n5_08204,N5,狭い,せまい,狭い,208293,その村までは狭い道が１本通っている。,There's narrow road to the village.,到村莊有條窄路。,\N,CK,Martha,130,matched
285,n5_08207,N5,甘い,あまい,甘い,10751222,甘いお菓子は食べ過ぎない方がいいのよ。,You shouldn't eat too much candy.,你不應該吃太多糖果。,bunbuku,CK,Martha,129,matched
286,n5_08218,N5,痛い,いたい,痛い,1585254,もう一度やったら痛い目にあうからな。,If you do that the again I'll beat the pants off you.,再做一次的话就会吃苦头的。,bunbuku,\N,miaojiandao,130,matched
287,n5_08221,N5,白い,しろい,白い,12453582,今日の授業で面白い質問があったんだ。,Some interesting questions came up in today's class.,,small_snow,sundown,,98,matched
288,n5_08229,N5,短い,みじかい,短い,212639,そのボートは短い紐でつながれていた。,The boat was tied with a short line.,船被用短繩繫著。,KK_kaku_,CK,verdastelo9604,130,matched
289,n5_08241,N5,細い,ほそい,細い,11140977,「小さい」と「細い」は同義語です。,"The words ""small"" and ""little"" are synonyms.",,small_snow,CK,,97,matched
290,n5_08244,N5,結構,けっこう,結構,152155,私をボブと呼んでくださって結構です。,You can call me Bob.,你可以叫我鮑勃。,\N,CN,Martha,130,matched
291,n5_08263,N5,若い,わかい,若い,11998935,若い時は、サッカーの大ファンだった。,"When I was young, I was a big football fan.",,small_snow,sundown,,98,matched
292,n5_08268,N5,薄い,うすい,薄い,110541,彼はもっと薄い緑色が好きなのです。,He likes green in a lighter shade.,他喜欢比较浅的绿色。,\N,\N,jessie0422,129,matched
